Location Name,ISBN,Title Author Combined and Normalized,Title (Complete),Author,Publisher,Publication Date,Subjects,520 - Local Param 03,Permanent LC Classification Code,Process Type,Edition,Language Code,title_cn,category_cn
4F Book Collection,9780593657256; 059365725X; 9780593657263; 0593657268,"snowy day and other stories - yi,c","Snowy day and other stories / Lee Chang-dong ; Heinz Insu Fenkl and Yoosup Chang, translators.","Yi, Ch'ang-dong, author.",Penguin Press,2025.,"Yi, Ch'ang-dong--Translations into English.; Short stories.","""The first story collection published in English by Lee Chang-dong, one of South Korea's most celebrated and influential literary and cinematic figures of the last four decades Much like Lee Chang-dong's internationally renowned films (Burning, Secret Sunshine, Peppermint Candy), these brilliant, unsettling tales, originally published in Korea in the 1980s and now translated into English for the first time, investigate themes of injustice, betrayal, and terror-on both an intimate and national scale. Lee writes deeply and hauntingly about barriers between family, the powerful and the vulnerable, conformists and rebels. In the title story, drawn from the author's own memories of serving in the South Korean military, the class divide between a university-educated private and a working-class corporal serving sentry duty together one snowy night leads to tragic consequences. In ""There's a Lot of Shit in Nokcheon,"" the psychological violence that two brothers enact on each other over the course of a lifetime captures the darkness and paranoia that pervaded Korea in the 1980s, as the country struggled towards democratic rule. And in the novella-length ""A Lamp in the Sky,"" a young woman's brutal interrogation at the hands of the police reveals the series of increasingly troubling decisions that led her to this moment. Is she innocent or guilty? In the end, even she cannot say. Snowy Day and Other Stories introduces English readers to a master storyteller""-- Provided by publisher.",PL,None,,eng,雪天及其他故事,短篇小说; 韩国文学
4F Book Collection,9780593714232; 0593714237; 9780593714249; 0593714245,venture mindset how to make smarter bets and achieve extraordinary growth - stre,The venture mindset : how to make smarter bets and achieve extraordinary growth / Ilya Strebulaev and Alex Dang.,"Strebulaev, I. A. author. (Il?i?a? Alekseevich),",Portfolio/Penguin,[2024],Entrepreneurship--Psychological aspects.; Decision making.; Strategic planning.; Success in business.,"""Inspired by venture capitalists' unique mindset, this is a transformative playbook for delivering extraordinary results in modern organizations, from a Stanford professor and a technology executive. Behind life changing companies like Amazon, Google, Moderna, SpaceX, Zoom, and 23andMe, are Venture Capital investors. VCs are known for extraordinary ability to spot emerging trends, identify disruptive startups, attract talent, and bring new industries into being. Ilya Strebulaev has spent the last two decades at Stanford studying VCs' counterintuitive approaches to decision-making, and the reasons behind the success and failure of corporate innovation efforts. Alex Dang, a senior leader at McKinsey and Amazon, has seen up close the impact VCs' thinking and mechanisms can have on a business' success. Together in The Venture Mindset, they present nine distinct principles that can help anyone looking to transform their business and achieve extraordinary results, no matter the industry. The Venture Mindset is a new mental model where failure is a must, ideas are rejected in their myriads in search of a single winner, due diligence is put on its head, dissent is encouraged, plugs are pulled, and time horizons are extended. It is fundamentally different from the mindset found throughout the rest of the business world. This mindset helps leaders to develop a strong pipeline of ideas, make smarter, quicker decisions, and deliver more value at scale. It's a must read for any leader looking to stave off irrelevance and win big in the uncertain world of business today""-- Provided by publisher.",HB,None,,eng,创业思维：如何做出更明智的决策并实现非凡增长,创业心理学; 决策学; 战略规划
4F Book Collection,9780691169965; 0691169969; 0691261903; 9780691261904; 9780691261898; 069126189X,freest speech in russia poetry unbound 1989 2022 - sand,"The freest speech in Russia : poetry unbound, 1989-2022 / Stephanie Sandler.","Sandler, Stephanie, 1953- author.",Princeton University Press,[2024],Russian poetry--21st century--History and criticism.; Russian poetry--Foreign countries--21st century--History and criticism.; Russian poetry--20th century--History and criticism.; Russian poetry--Foreign countries--20th century--History and criticism.; Liberty in literature.; Freedom of speech--Russia (Federation),"""An essential introduction to contemporary Russian poetry that considers its development alongside post-Soviet Russia's evolving cultural and political landscape""-- Provided by publisher.",PG,None,,eng,俄罗斯最自由的言论：无拘束的诗歌，1989-2022,俄罗斯诗歌; 文学批评; 言论自由
4F Book Collection,9780691181981;; 0691181985; 9780691181981; 9780691242743; 0691242747,politics of language - beav,"The politics of language / David Beaver, Jason Stanley.","Beaver, David I., 1966- author.",Princeton University Press,[2023],Propaganda.; Language and languages--Political aspects.,"""In much of the theory of meaning, philosophers and linguists have focused on the use of language in conveying information in cooperative informational exchanges. As a result, political uses of speech, of the sort that political propaganda exemplifies, have not been taken to be a central case of language use. In this book, Jason Stanley and David Beaver focus on the political use of speech as a central case, which leads to a foundational rethinking of the theory of meaning. By focusing on the political uses of speech, one arrives at better (and more general) tools to describe speech, as well as a more accurate view of its central functions. More dramatically, it enables us to see the ways in which virtually all speech is political-a fact that is masked by much of the theory of meaning. Stanley and Beaver's topic is speech generally-its function and how best to represent that function. Political propaganda serves as a window into that topic, since its function is not obviously to share information, or even misinformation. They emphasize the importance of understanding how political propaganda works via the topic of the justification of free speech and argue that political propaganda poses a problem for a broad range of justifications of free speech. Stanley and Beaver argue that it is not possible to compartmentalize the political aspects of speech from the non-political aspects of speech, nor is it possible to carve out a neutral deliberative space of evaluating reasons qua reasons. Speech is invariably political""-- Provided by publisher.",P,None,,eng,语言的政治学,语言政治学; 宣传
4F Book Collection,9780691190990; 0691190992; 9780691237626; 069123762X,synthetic university how higher education can benefit from shared solutions and save itself - shul,The synthetic university : how higher education can benefit from shared solutions and save itself / James L. Shulman.,"Shulman, James Lawrence, 1965- author.",Princeton University Press,[2023],"Universities and colleges--Economic aspects.; Infrastructure (Economics); Education, Higher--Aims and objectives.","""This book lays out a bold vision for a shared infrastructure for colleges and universities that can help them do what they do best at a lower cost""-- Provided by publisher.650",LC,None,,eng,合成大学：高等教育如何通过共享解决方案受益并自救,高等教育; 大学经济; 基础设施
4F Book Collection,9780691195582; 0691195587; 9780691273327; 0691273324,state of ridicule a history of satire in english literature - sper,State of ridicule : a history of satire in English literature / Daniel Sperrin.,"Sperrin, Daniel, 1993- author.",Princeton University Press,[2025],"Satire, English--History and criticism.; Political satire, English--History and criticism.; Social satire, English--History and criticism.; Caricature--England--History.","""This will be the first proper history of English satire, from its origins in the late medieval period to the present day. This book is a history of political satire in English literature, from the Middle Ages through the nineteenth century. The aim is to present a coherent history of what has been an everchanging, complex series of literary traditions that we refer to as satire, from its beginnings in various kinds of medieval grotesque up to the proliferation of the modern novel. Author Dan Sperrin presents interesting and original insights into the satirist's paradoxical situation at both the periphery and the centre of culture. The text is organised chronologically by period and is concentrated upon canonical figures - including Chaucer, Dryden, Swift, Pope, Johnson and Dickens - but also including more obscure writers in such a way as to be focused enough to tell a story but broad enough to include variation, of which there is decidedly a great deal by the very nature of what the author describes as a mercurial literary form. Satire, as Sperrin demonstrates, often takes aim at grand narratives and comprehensive taxonomies, and the book accounts for eccentricity and individuality as a matter of principle""-- Provided by publisher.",PR,None,First edition.,eng,嘲讽之态：英语文学中的讽刺史,讽刺文学; 英语文学批评; 政治讽刺
4F Book Collection,9780691229928; 0691229929,campus economics how economic thinking can help improve college and university decisions - baum,"Campus economics : how economic thinking can help improve college and university decisions / Sandy Baum, Michael McPherson.","Baum, Sandy author. (Sandra R.)",Princeton University Press,[2023],Universities and colleges--United States--Finance.; Universities and colleges--United States--Administration--Decision making.,"""An invaluable primer on the role economic reasoning plays in campus debate and decision making. Campus Economics provides college and university administrators, trustees, and faculty with an essential understanding of how college finances actually work. Sandy Baum and Michael McPherson explain the concepts needed to analyze the pros, the cons, and the trade-offs of difficult decisions, and offer a common language for discussing the many challenges confronting institutions of higher learning today, from COVID-19 to funding cuts and declining enrollments.Emphasizing the unique characteristics of the academic enterprise and the primacy of the institutional mission, Baum and McPherson use economic concepts such as opportunity cost and decisions at the margin to facilitate conversations about how best to ensure an institution's ongoing success. The problems facing higher education are more urgent than ever before, but the underlying issues are the same in good times and bad. Baum and McPherson give nontechnical, user-friendly guidance for navigating all kinds of economic conditions and draw on real-world examples of campus issues to illustrate both institutional constraints and untapped opportunities.Campus Economics helps faculty, administrators, trustees, and government policymakers engage in constructive dialogue that can lead to decisions that align finite resources with the pursuit of the institutional mission""",LB,None,,eng,校园经济学：经济思维如何帮助改进大学决策,大学财务; 大学管理; 决策学
4F Book Collection,9780691238579; 069123857X; 9780691238586; 0691238588,paradise lost a biography - jaco,Paradise Lost : a biography / Alan Jacobs.,"Jacobs, Alan, 1958- author.",Princeton University Press,[2025],"Milton, John,--1608-1674.--Paradise lost.; Milton, John,--1608-1674--Influence.; Milton, John,--1608-1674--Appreciation.","""This book focuses on the character and enduring influence of Milton's epic poem Paradise Lost, looking beyond the book's original text and into the various works and media it has inspired.""-- Provided by publisher.",PR,None,,eng,《失乐园》传记,弥尔顿研究; 文学影响; 文学接受
4F Book Collection,9780691242286; 0691242283; 9780691242293; 0691242291,journeys of the mind a life in history - brow,Journeys of the mind : a life in history / Peter Brown.,"Brown, Peter, 1935- author.",Princeton University Press,[2023],"Brown, Peter,--1935-; Historians--United States--Biography.","""A beautifully written personal account of the discovery of late antiquity by one of the world's most influential and distinguished historians. The end of the ancient world was long regarded by historians as a time of decadence, decline, and fall. In his career-long engagement with this era, the widely acclaimed and pathbreaking historian Peter Brown has shown, however, that the ""neglected half-millennium"" now known as late antiquity was in fact crucial to the development of modern Europe and the Middle East. In Journeys of the Mind, Brown recounts his life and work, describing his efforts to recapture the spirit of an age. As he and other scholars opened up the history of the classical world in its last centuries to the wider world of Eurasia and northern Africa, they discovered previously overlooked areas of religious and cultural creativity as well as foundational institution-building. A respect for diversity and outreach to the non-European world, relatively recent concerns in other fields, have been a matter of course for decades among the leading scholars of late antiquity.Documenting both his own intellectual development and the emergence of a new and influential field of study, Brown describes his childhood and education in Ireland, his university and academic training in England, and his extensive travels, particularly in the eastern Mediterranean and the Middle East. He discusses fruitful interactions with the work of scholars and colleagues that include the British anthropologist Mary Douglas and the French theorist Michel Foucault, and offers fascinating snapshots of such far-flung places as colonial Sudan, midcentury Oxford, and prerevolutionary Iran. With Journeys of the Mind, Brown offers an essential account of the ""grand endeavor"" to reimagine a decisive historical moment""-- Provided by publisher.",E,None,,eng,心灵之旅：历史中的一生,历史学家; 传记
4F Book Collection,9780691255569; 0691255563; 9780691267418; 0691267413,controlling contagion epidemics and institutions from the black death to covid - ogil,Controlling contagion : epidemics and institutions from the black death to Covid / Sheilagh Ogilvie.,"Ogilvie, Sheilagh C., author.",Princeton University Press,[2025],Medicine--History.,"""From the Black Death to Covid, infectious diseases have killed far more people than hunger or violence, and they still cause 40 per cent of deaths in developing countries today. Epidemic disease is one of our best laboratories for exploring how societies deal with negative externalities-a cost not paid wholly by oneself, but instead discharged partly onto other people. Once an epidemic is raging, it raises three challenges for society which this book seeks to address. First, what institutions help care for the victims? Second, what institutions help societies recover from the huge economic devastation caused by mass disease, disability, and death? And finally, how are institutions themselves affected by epidemics? Analysing eight centuries of historical epidemics in Europe, the Middle East, China, India, Africa, and the Americas, economic historian Sheilagh Ogilvie investigates how six key social institutions (the market, the state, the community, religion, the guild, and the family) have shaped how people have dealt with the costs of contagion. She demonstrates that fighting epidemics requires resources, coercion, monitoring, exhortation, expertise, and nurturing. Each institution is good at mobilising some of these, but no institution is good at all. A social framework in which multiple institutions coexist has a better chance of tackling the multiplicity of challenges posed by contagion""-- Provided by publisher.",RA,None,,eng,控制传染：从黑死病到新冠的流行病与制度,医学史; 流行病学; 制度史
4F Book Collection,9780691266534; 0691266530; 9780691266541; 0691266549,physical nature of information a short course - falk,The physical nature of information : a short course / Gregory Falkovich.,"Falkovich, G. 1958- author. (Grigory),",Princeton University Press,[2025],Statistical physics.; Information theory.,"""Information theory, or the study of how information is quantified/stored/retrieved, has historically existed at the intersection of math, computer science, and electrical engineering. However, there are many emerging applications within various subfields in physics, as well as other scientific disciplines. This text grew out of a one semester graduate-level course on information theory, initially intended for the physics community. The course has since been taught in several different countries and institutions, to a mix of physicists, engineers, computer scientists, biologists, and economists. While the primary audience is physics, the book will also be appropriate for scholars in other disciplines who have a strong mathematical foundation. The book is panoramic, trying to combine into a reasonably coherent whole the subjects that are taught in much details in different departments: thermodynamics and statistical mechanics (as taught in physics and engineering), dynamical chaos (as taught in physics and applied mathematics), information and communication theories (as taught in computer science and engineering), with the ultimate goal of revealing the essential unity between different fields and disciplines""-- Provided by publisher.; ""A unified introduction to information theory for scientistsApplications of information theory span a broad range of disciplines today. This book presents a unified treatment of the subject for students and practitioners in the sciences. It teaches the tools universally used by physicists working on quantum computers and black holes, engineers designing self-driving cars, traders perfecting market strategies, chemists playing with molecules, biologists studying cells and living beings, linguists analyzing languages, and neuroscientists figuring out how the brain works. No matter what area of science you specialize in, The Physical Nature of Information unlocks the power of information theory to test the limits imposed by uncertainty.Provides a panoramic approach to information theoryDraws on examples from physics, engineering, biology, economics, and linguisticsApplications range from thermodynamics and statistical mechanics to dynamical chaos, information and communication theories, and quantum informationIncludes materials for lectures and tutorials along with exercises with detailed solutionsCan be used to design a one-semester introductory courseIdeal for self-study by graduate students and advanced undergraduatesInvaluable for scholars seeking new research opportunities""-- Provided by publisher.",QC,None,,eng,信息的物理本质：短课程,统计物理学; 信息论
4F Book Collection,9780691274478; 0691274479,exemplary things meibutsu in premodern japan - guth,Exemplary things : meibutsu in premodern Japan / Christine M.E. Guth.,"Guth, Christine, author.",Princeton University Press,[2025],Art objects--Japan--History--To 1500.; Decorative arts--Japan--History.,"A beautifully illustrated history of one of the most important cultural categories in Japan The Japanese term meibutsu refers to things of the highest cultural value, evolving over time to encompass both craft and fine art, high and low culture, and manufactured and natural items. Material goods designated as meibutsu range from precious art objects to regional products like bamboo baskets and ceramics. Exemplary Things traces the history of this epistemic classificatory system in Japanese culture from its elite origins in the fifteenth century to its commercial appropriation today. Christine Guth explores the use of meibutsu to designate famous things (especially in the elevated context of tea practice), the term's institutionalization, and its popularization through print media and replicas (utsushi), and discusses how the term was used in critiques of the extravagance associated with collecting these costly treasures. She looks at the intertwined histories of meibutsu swords, incense, and tea utensils, focusing on their identities and agency as things with personal names. Guth explains how meibutsu evolved from a culture of tributes, taxes, and gift giving associated with a sense of place into a term essential to cultural literacy, and how Japan's modern legislation for the protection of its national treasures (kokuhō) drew on this legacy. With stunning illustrations, Exemplary Things casts the art history of Japan in a new light, showing how the concept of meibutsu blurs the lines between economic value, cultural and aesthetic worth, and the furtherance of political power. Published in association with the P. Y. and Kinmay W. Tang Center for East Asian Art at Princeton University.",NK,None,,eng,典范之物：日本前近代的名物,艺术史; 装饰艺术
4F Book Collection,9780691978857; 0691978859; 9780691978871; 0691978875,object lessons in american art -,Object lessons in American art / edited by Karl Kusserow ; [with contributions by 5 others].,,Princeton University Art Museum,[2023],"Princeton University.--Art Museum.; Art, American.; Art--Pennsylvania--Princeton.","Object Lessons in American Art explores a diverse gathering of Euro-American, Native American, and African American art from a range of contemporary perspectives, illustrating how innovative analysis of historical art can inform, enhance, and afford new relevance to artifacts of the American past. The book is grounded in the understanding that the meanings of objects change over time, in different contexts, and as a consequence of the ways in which they are considered. Inspired by the concept of the object lesson, the study of a material thing or group of things in juxtaposition to convey embodied and underlying ideas, Object Lessons in American Art examines a broad range of art from Princeton University's venerable collections as well as contemporary works that imaginatively appropriate and reframe their subjects and style, situating them within current social, cultural, and artistic debates on race, gender, the environment, and more.",N,None,,eng,美国艺术中的实物教学,美国艺术; 艺术博物馆
4F Book Collection,9780774870160; 0774870168; 0774870184; 9780774870184; 0774870192; 9780774870191,counting matters policy practice and the limits of gender equality measurement in canada -,"Counting matters : policy, practice, and the limits of gender equality measurement in Canada / edited by Christina Gabriel and L. Pauline Rankin.",,UBC Press,[2024],Sex discrimination against women--Research--Canada.; Sex role--Research--Canada.; Equality--Research--Canada.; Women--Social conditions--Research--Canada.; Femmes--Conditions sociales--Recherche--Canada.; POLITICAL SCIENCE / Public Policy / Social Policy.; Equality--Research; Sex role--Research; Women--Social conditions--Research; Canada,"""Counting Matters examines the ways in which the rise of gender equality measurement contributes to, but falls short of, effective gender equality policy implementation. As technocrats adopt often contextless indices, questions of the theoretical and practical limitations of measurement arise, especially as they pertain to social and cultural relations. The indicators being produced influence the allocation of resources as political decisions but are themselves part of a power regime based on the collection and analysis of data, a regime that obfuscates biases and the agendas behind the statistics. The book's contributors pose critical questions of the ways in which measurement culture manifests within the field of gender equality, asking how it is measured in different policy areas, how we might improve existing practices, and what is revealed through the examination and critique of the ""technical turn"" in policies that purport to promote gender equality.""-- Provided by publisher.",HQ,None,,eng,计数重要：加拿大性别平等测量的政策、实践与局限,性别歧视; 性别角色; 社会政策
4F Book Collection,9781009540797; 1009540793; 9781009540780; 1009540785; 9781009540759; 1009540750; 9781009540773; 1009540777,dynamic programming finite states - sarg,"Dynamic programming : finite states / Thomas Sargent, New York University, John Stachurski, Australian National University, Canberra.","Sargent, Thomas J., author.",Cambridge University Press,2025.,Economics--Mathematical models.; Dynamic programming.; Dynamic programming--Economic aspects.,"""Dynamic programming is used in almost every subfield of economics and operations research. This book studies dynamic programming and its applications in economics, finance, and adjacent fields. It brings together recent innovations in the theory of dynamic programming and provides applications and code for readers approaching the research frontier""-- provided by publisher.",HB,None,,eng,动态规划：有限状态,经济学数学模型; 动态规划
4F Book Collection,9781032257846; 1032257849; 9781032257839; 1032257830; 9781003285007; 1003285007,regression analysis a practical introduction - arke,Regression analysis : a practical introduction / Jeremy Arkes.,"Arkes, Jeremy, author.",Routledge,[2023],Regression analysis.,"""This thoroughly practical and engaging textbook is designed to equip students with the skills needed to undertake sound regression analysis without requiring high-level math. Regression Analysis covers the concepts needed to design optimal regression models and to properly interpret regressions. It details the most common pitfalls, including three sources of bias not covered in other textbooks. Rather than focusing on equations and proofs, the book develops an understanding of these biases visually and with examples of situations in which such biases could arise. In addition, it describes how 'holding other factors constant' actually works. This second edition features a new chapter on integrity and ethics, and has been updated throughout to include more international examples. Each chapter offers examples, exercises and clear summaries, all of which are designed to support student learning to help towards producing responsible research. This is the textbook the author wishes he had learned from, as it would have helped him avoid many research mistakes he made in his career. It is ideal for anyone learning quantitative methods in the social sciences, business, medicine, and data analytics. It will also appeal to researchers and academics looking to better understand regressions""-- Provided by publisher.",HA,None,Second edition.,eng,回归分析：实用导论,回归分析
4F Book Collection,9781032420240; 1032420243; 9781032421001; 1032421002; 9781003361213; 1003361218,routledge handbook of language program development and administration -,"The Routledge handbook of language program development and administration / edited by Alan V. Brown, Cori Crane, Beatrice C. Dupuy, Estela Ene.",,Routledge,2025.,Language and languages--Study and teaching; Second language acquisition; Language and languages--Study and teaching--Evaluation; Curriculum planning; Language teachers--Training of; Language and languages--Study and teaching--Technological innovations; Essays,"""Second language program development and administration is a long-standing area within the larger field of applied linguistics. In many ways, it is the quintessential applied linguistics field, as it crosses disciplinary boundaries while balancing the rigors of scholarly inquiry with the demands of practical application without losing sight of concrete learner outcomes. The Routledge Handbook of Language Program Development and Administration provides a scholarly rigorous, yet practically relevant treatment of issues implicated in program development and administration with fifty-two chapters written by leading scholars in the field. Authors not only address the theoretical underpinnings of their respective topics but also provide actionable, evidence-based recommendations concerning eminently practical matters. In this way, the volume provides both novice and experienced language program administrators with important guidance on how to think about the work that they do and how best to go about it, while also validating language program administration as a scholarly area of inquiry. The Routledge Handbook of Language Program Development and Administration is essential reading for practicing second language program administrators at the post-secondary level, in-service and pre-service second language instructors, graduate students in applied linguistics, and even upper-level undergraduate education students considering second language teaching as a future career""-- Provided by publisher.",P,None,,eng,劳特利奇语言项目开发与管理手册,语言教学; 课程规划; 教师培训
4F Book Collection,9781032549125; 1032549122; 9781032549132; 1032549130; 1040118828; 9781040118825; 1003428061; 9781003428060,commercial law in the south pacific - ahma,Commercial law in the South Pacific / Mohammed L. Ahmadu and Bridget Fa'amatuainu.,"Ahmadu, Mohammed L., author.",Routledge Taylor & Francis Group,2025.,Commercial law--Oceania.,"""This book provides a detailed examination of the core areas of commercial law in common law jurisdictions across a range of South Pacific countries: Cook Islands, Fiji Islands, Kiribati, Marshall Islands, Niue, Nauru, Samoa, Solomon Islands, Tonga, Tuvalu and Vanuatu. Commerce is an area of central importance to the South Pacific region. Although the countries in question are small it is widely acknowledged that their need to promote and develop commercial enterprise is crucial for their future sustainability. With a focus on case law and legislative provisions in individual jurisdictions, the book sets out the framework of legal principles that regulate commercial activity within the South Pacific Region, highlighting the common patterns and principal differences between countries of the region. It includes a discussion of PACER Plus, post-Cotonou discussions and the EU-OACPS Partnership Agreement as well as key amendments and challenges to commercial law in the region. Exploring the legal structures of commerce, control and management of commercial entities, banking and transactions and termination. Importantly, the book has two new chapters, on digital currency and e-commerce in the South Pacific, reflecting the increasing use of technology in financial and commercial transactions. Offering a detailed analysis of the legal principles that regulate commercial activity within the South Pacific Region, this book will be a useful resource for students, academics and practitioners working on Commercial Law in the South Pacific Region""-- Provided by publisher.",KVC,None,,eng,南太平洋商法,商法; 大洋洲法律
4F Book Collection,9781032573861; 1032573864; 9781032576145; 1032576146; 9781003440178; 1003440177,artificial intelligence applications in higher education theories ethics and case studies for univer -,"Artificial intelligence applications in higher education : theories, ethics, and case studies for universities / edited by Helen Crompton and Diane Burke.",,Routledge Taylor & Francis Group,2025.,"Artificial intelligence--Educational applications.; Educational technology--Moral and ethical aspects.; Education, Higher--Computer-assisted instruction.; Education, Higher--Effect of technological innovations on.","""Artificial Intelligence Applications in Higher Education offers direct examples of how artificial intelligence systems can be applied in today's higher education contexts. As use of AI rapidly advances within colleges and universities worldwide, there is a pressing need to showcase the challenges, opportunities, and ethical considerations inherent in deploying these advanced computational tools. This book highlights the multifaceted roles of AI across teaching and learning, institutional administration, student data management, and beyond. Its collected case studies furnish actionable insights into enhancing academic institutions and addressing diverse learning priorities such as motivation, engagement, feedback, and achievement goals. This valuable reference for researchers, designers, administrators, teaching faculty, and graduate students across various university programs offers fresh perspectives on generative AI, adaptive learning, intelligent tutoring systems, chatbots, predictive technologies, remote learning, and more""-- Provided by publisher.",LB,None,,eng,人工智能在高等教育中的应用：大学的理论、伦理与案例研究,人工智能教育应用; 教育技术伦理; 高等教育
4F Book Collection,9781032584379; 1032584378; 9781032584362; 103258436X; 1003450059; 9781003450054; 1040296300; 9781040296301; 9781040296349; 1040296343,green studio handbook strategies for decarbonization - kwok,"The green studio handbook : strategies for decarbonization / Alison G. Kwok, Walter T. Grondzik, Tom Hahn.","Kwok, Alison G., author.",Routledge,2025.,Sustainable architecture.; Sustainable buildings.; Sustainable construction.; Architecture--Environmental aspects.; Building--Technological innovations.; Sustainable architecture--Case studies.; Architecture--Environmental aspects--Case studies.; Building--Technological innovations--Case studies.,"""Making the complexities of green architecture accessible to the design studio, The Green Studio Handbook remains a must-read for current and future architects. The heart of this book provides 43 comprehensive design strategies covering the building envelope, lighting, heating, cooling, energy and electricity, and water and waste - each with a description, key architectural issues, implementation considerations, and a step-by-step design procedure for integration early in the design process. Each design strategy has been thoroughly reviewed and updated to reflect the latest evidence-based guidance, best practices, and standards in consideration of all climatic zones.In addition to more than 80 building examples provided throughout, ten in-depth case studies illustrate successful integration of numerous strategies.All case studies are brand-new to this fourth edition and include a wide range of building types, from the USA, Colombia, Rwanda, Malaysia, Denmark, Bhutan, Canada, and Australia.Envelope design strategies have been significantly revised and expanded to include new strategies on: Foundation systems for the reduction of embodied carbon Framing systems using mass-timber, bamboo, and other natural material-based systems Low-complexity wall systems using 'natural' elements such as earth, lime, straw, and hemp High-complexity wall systems for enhanced thermal performance and strength Additional roofing systems beyond green roofs""-- Provided by publisher.",NA,None,Fourth edition.,eng,绿色工作室手册：脱碳策略,可持续建筑; 建筑环境; 建筑技术创新
4F Book Collection,9781032650814; 1032650818; 9781040350539; 1040350534; 1032650826; 9781032650821; 104035064X; 9781040350645,integrating brain mind soul and spirit exploring transpersonal psychology psychedelics and altered s - park,"Integrating brain, mind, soul and spirit : exploring transpersonal psychology, psychedelics and altered states of consciousness / Eric John Parkins.","Parkins, E. J.",Routledge,2025.,Hallucinogenic drugs--Psychological aspects.; Transpersonal psychology.; Altered states of consciousness.; Spirituality.; Hallucinogens,"Referring to major spiritual traditions, transpersonal psychology, neuropsychology, neuroscience, and modern physics, this book identifies and systematically integrates core ideas concerning psychospiritual development.Integrating Brain, Mind, Soul, and Spirit presents neuropsychological research on psychedelics, with reference to mystical experience, and Psi/extrasensory perception as an extension of cognitively controlled brain-based homeostasis. The book equates concepts from modern physics with perennial metaphysics concerning intelligent consciousness, evolution, and the transfer of energy and information. It also compares spiritual literature regarding consciousness, spirit-soul, and brain-mind personality, to neuropsychological and psychological literature concerning emotion, cognition, and altered states of consciousness. Finally, a nested neuro-psycho-spiritual control hierarchy is presented as an architecture for systematically integrating; describing; and understanding brain, mind, soul, and spirit, and neuro-psycho-spiritual development.Providing a modern multidisciplinary perspective, and highlighting implications for psychiatry, psychotherapy, and education, this book is a must-read for students and researchers of transpersonal psychology, psychospiritual matters, and altered states of consciousness.",RM,None,,eng,整合大脑、心智、灵魂与精神：探索超个人心理学、迷幻剂与意识变异状态,超个人心理学; 意识变异状态; 迷幻剂
4F Book Collection,9781032664279; 1032664274; 9781032664286; 1032664282; 9781040350201; 1040350208; 1040350186; 9781040350188,smart applications of artificial intelligence and big data -,Smart applications of artificial intelligence and big data / edited by Salwa Belaqziz [and 6 others],,CRC Press,2025.,Artificial intelligence--Industrial applications.; Artificial intelligence--Medical applications.; Machine learning--Industrial applications.; Internet of things--Industrial applications.; Big data--Industrial applications.; Artificial intelligence.; Intelligence artificielle.; Intelligence artificielle--Applications industrielles.; Apprentissage automatique--Applications industrielles.; Internet des objets--Applications industrielles.; artificial intelligence.; Artificial intelligence--Industrial applications; Big data,"""Smart Applications of Artificial Intelligence and Big Data covers a wide range of topics related to AI and big data, including machine learning, deep learning, natural language processing, computer vision, data analytics, and data mining. It focuses on the integration of these technologies to create smart applications, such as intelligent transportation systems, smart healthcare, smart cities, and smart grids. The book comprises of twenty-one chapters, each providing technical details of the research, practical examples, and case studies to help readers understand the real-world applications of AI and big data technologies. The book also highlights cutting-edge research on AI and big data, including novel algorithms, tools, and techniques. It discusses the challenges and opportunities of using AI and big data to develop smart applications and provides recommendations for the development of responsible and transparent AI-based systems. Therefore, this book is a valuable resource for researchers and professionals looking to stay up-to-date with the latest advancements in AI and big data and how they can be applied to solve real-world challenges""-- Provided by publisher.",TA,None,First edition.,eng,人工智能与大数据的智能应用,人工智能; 大数据; 机器学习
4F Book Collection,9781032804194; 103280419X; 9781032803760; 1032803762; 9781003496779; 1003496776,approaches to work based learning in higher education improving graduate employability -,Approaches to work-based learning in higher education : improving graduate employability / Edited by Matthew Barr.,,Routledge,2025.,"Education, Cooperative.; College graduates--Employment.; Higher education and state.","""Approaches to Work-Based Learning in Higher Education provides a comprehensive introduction to the delivery of university-level work-based learning (WBL) for educators and policymakers. The contributing authors draw from their wealth of experience of developing apprenticeships, placement programmes and other work-based learning opportunities, advising on best practice when delivering learning in partnership with industry. Supported by a unique balance of practical and theoretical insight, including international perspectives on how common challenges may be addressed, this essential volume explores the following key themes: Pedagogies - this section outlines established best practice in delivery of WBL for higher education and offers suggestions for how readers may continue to develop and improve their provision. Projects - this section covers a range of approaches to work-based learning within higher education and explores examples of this in practice, including live briefs, work placements and industrial project-based learning. Apprenticeships - this section focuses specifically on work-based degree programmes, covering their design, delivery, implementation and assessment. A must-read for anyone working within higher education policy or practice, this book provides readers with the tools to successfully navigate work-based learning, as well as strategies for ensuring and enhancing the quality of the learning experience""-- Provided by publisher.",LB,None,,eng,高等教育中的工作本位学习方法：提升毕业生就业能力,高等教育; 合作教育; 毕业生就业
